EntrezGeneID	Length	MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1	MCL1-DH_BC2CTUACXX_CAGATC_L002_R1	MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1	MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1	MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1	MCL1-DL_BC2CTUACXX_ATCACG_L002_R1	MCL1-LA_BC2CTUACXX_GATCAG_L001_R1	MCL1-LB_BC2CTUACXX_TGACCA_L001_R1	MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1	MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1	MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1	MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
100529082	1344	46	43	68	40	40	29	62	82	203	135	504	505
14963	1164	206	195	182	249	457	175	700	296	353	253	505	562
667792	833	27	23	31	26	29	18	41	37	54	43	110	89
15051	1090	583	637	674	699	727	714	912	895	898	702	981	1014
15024	2897	501	602	655	633	528	471	765	776	798	666	363	290
630294	899	74	63	76	75	67	43	76	90	85	81	69	45
69717	1437	58	35	61	58	77	42	181	83	133	101	375	404
675325	1511	0	1	2	1	0	1	2	1	0	0	0	0
667977	1357	1460	1258	1536	1422	1319	887	2008	1515	2239	1947	1368	1065
625785	2588	90	87	92	73	69	66	87	108	76	52	28	32
15043	2178	7	1	3	0	0	2	3	1	2	2	1	0
100046579	275	43	23	43	31	25	19	60	54	43	34	14	13
67676	500	147	124	141	149	113	123	234	267	248	229	104	103
79263	3182	986	965	1009	859	700	694	1070	1207	1149	1098	588	616
333715	990	0	2	1	0	0	0	0	1	0	0	0	0
14985	1387	0	0	0	0	0	0	0	0	0	0	0	0
110696	1592	0	0	0	0	0	0	0	0	0	0	0	0
545204	1497	0	0	0	0	0	0	0	0	0	0	0	0
224753	996	0	0	0	0	0	0	0	0	0	0	0	0
224754	1008	6	6	0	0	1	0	0	0	0	1	1	0
14997	1029	86	144	68	154	30	37	26	23	10	8	1	1
224756	1035	0	0	1	0	1	0	0	0	0	0	0	0
100043158	531	0	0	0	0	0	0	0	0	0	0	0	0
224761	1384	0	0	0	1	0	0	0	0	0	0	0	0
399549	1405	0	0	0	0	0	0	6	4	0	0	0	0
22670	3203	864	790	903	855	1030	1089	847	1107	1300	1255	811	929
69097	1866	34	75	31	23	25	24	73	136	189	165	65	70
19824	2245	6	7	8	5	19	9	3	10	27	15	28	27
195359	2197	0	0	0	0	0	2	0	0	0	0	0	0
224762	2248	0	0	0	0	0	0	0	0	0	0	0	0
73286	656	0	0	0	0	0	0	0	0	0	0	0	0
386454	1446	237	161	235	208	250	353	133	270	199	387	35	27
76497	1679	556	467	477	417	409	426	615	654	437	491	356	314
66136	686	380	346	347	294	250	250	396	369	297	265	151	141
76416	977	23	18	31	23	33	36	32	32	15	15	23	15
76797	865	0	0	0	0	0	0	0	0	0	0	0	0
240095	1170	3	1	3	3	2	1	1	3	2	0	2	5
22715	3228	140	151	263	189	207	197	40	52	9	13	5	13
17441	1707	0	0	3	1	3	0	0	0	0	0	0	0
54393	4486	2093	2159	1770	1533	1825	2122	738	772	179	259	211	204
258469	1046	1	3	8	6	5	5	0	1	1	0	0	0
258470	939	5	5	0	1	1	2	0	0	0	0	0	0
258448	939	0	0	0	0	1	0	0	0	0	0	0	0
258051	939	0	0	0	0	0	0	0	0	0	0	0	0
24108	937	9	7	46	19	4	3	106	48	719	489	46	8
258219	1161	0	0	0	0	0	0	0	0	1	0	0	0
258506	939	0	0	0	0	0	0	0	0	0	0	0	0
258507	942	0	0	0	0	0	0	0	0	0	0	0	0
258505	933	0	0	0	0	0	0	0	0	0	0	0	0
258503	930	0	0	0	0	0	0	0	0	0	0	0	0
14991	1425	143	142	100	131	194	111	221	83	14	14	16	8
258508	918	4	0	3	3	1	1	0	0	0	0	0	1
258831	927	0	0	0	0	0	0	0	0	0	0	0	0
258218	1027	0	0	0	0	0	0	0	0	0	0	0	0
258830	942	0	0	0	0	0	0	0	0	0	0	0	0
258504	1033	0	0	0	0	0	0	0	0	0	0	0	0
258457	1038	0	0	0	0	0	0	0	0	0	0	0	0
258832	945	0	0	0	0	0	0	0	0	0	0	0	0
14990	1528	5	2	4	1	2	0	2	4	10	4	1	4
258325	1106	0	0	0	1	0	0	0	0	0	0	0	0
545205	1041	0	0	0	0	0	0	0	0	0	0	0	0
258096	3175	0	0	0	0	0	0	0	0	0	0	0	0
258286	939	0	0	0	0	0	0	0	0	0	0	0	0
258284	939	0	0	0	0	0	0	0	0	0	0	0	0
257908	995	0	0	0	0	0	0	0	0	0	0	0	0
258625	966	0	0	0	0	0	0	0	0	0	0	0	0
258263	954	0	0	0	0	0	0	0	0	0	0	0	0
404308	966	0	0	0	0	0	0	0	0	0	0	0	0
258095	1033	0	0	0	0	0	0	0	0	0	0	0	0
258624	993	0	0	0	0	0	0	0	0	0	0	0	0
258622	1237	0	0	0	0	0	0	0	0	0	0	0	0
258285	1030	0	0	0	0	0	0	0	0	0	0	0	0
258623	930	0	0	0	0	0	0	0	0	0	0	0	0
259064	1122	0	0	0	0	0	0	0	0	0	0	0	0
258287	1118	0	0	0	0	0	0	0	0	0	0	0	0
258892	960	0	0	0	0	0	0	0	0	0	0	0	0
258374	972	0	0	0	0	0	0	0	0	0	0	0	0
383243	927	0	0	0	0	0	0	0	0	0	0	0	0
258094	972	0	0	0	0	0	0	0	0	0	0	0	0
258324	1238	0	0	0	0	0	0	0	0	0	0	0	0
258480	954	0	0	0	0	0	0	0	0	0	0	0	0
258867	945	0	0	0	0	0	0	0	0	0	0	0	0
257889	942	0	0	0	0	0	0	0	0	0	0	0	0
258828	939	0	0	0	0	0	0	0	0	0	0	0	0
258829	939	0	0	0	0	0	0	0	0	0	0	0	0
258329	939	0	0	0	0	0	0	0	0	0	0	0	0
170648	939	0	0	0	0	0	0	0	0	0	0	0	0
258481	939	0	0	0	0	0	0	0	0	0	0	0	0
258803	939	0	0	0	0	0	0	0	0	0	0	0	0
100126765	1117	0	0	0	0	0	0	0	0	0	0	0	0
100126773	1413	0	0	0	0	0	0	0	0	0	0	0	0
100126768	1311	0	0	0	0	0	0	0	0	0	0	0	0
100126776	433	0	0	0	0	0	0	0	0	0	0	0	0
100126779	646	0	0	0	0	0	0	0	2	0	0	0	0
100126774	1257	0	0	0	0	0	0	0	0	0	0	0	0
100043300	1243	0	0	0	0	0	0	0	0	0	0	0	0
668200	1169	0	0	0	0	0	0	0	0	0	0	0	0
100861531	5868	24901	14311	21974	15919	17689	16009	25876	38850	24878	31348	38218	33203
100126775	375	0	0	0	0	0	0	0	0	0	0	0	0
18663	1592	0	0	0	0	0	0	0	0	0	0	0	0
11572	1387	0	0	0	0	0	0	0	0	0	0	0	0
11571	1416	0	0	0	0	0	0	0	0	0	0	0	0
100126778	901	0	0	0	0	0	0	0	0	0	0	0	0
433107	663	0	0	0	0	0	0	0	0	0	0	0	0
100126777	553	0	0	0	0	0	0	0	0	0	0	0	0
100126766	1316	0	0	0	0	0	0	0	0	0	0	0	0
619517	1049	0	0	0	0	0	0	0	0	0	0	0	0
22024	1469	0	1	3	2	0	0	0	0	0	1	0	0
19743	2316	0	0	0	0	0	0	0	0	0	0	0	0
71583	2159	64	58	171	122	57	77	119	147	234	170	23	20
435528	873	1	1	7	1	0	3	0	1	1	2	1	1
83815	1442	193	230	227	222	130	149	224	217	145	108	193	166
17850	3675	614	550	716	584	867	807	708	643	965	944	1379	1400
100862363	515	0	0	0	0	0	0	0	0	0	0	0	0
627626	6890	91	74	89	115	56	49	1	1	0	0	0	0
791382	2594	0	0	0	0	0	0	0	0	0	0	0	0
353344	1824	1	0	0	4	0	1	0	0	0	0	0	0
78249	3060	43	25	5	4	11	5	5	6	23	17	6	5
435529	3283	1	5	1	3	2	3	4	4	2	0	2	1
546797	867	0	1	0	1	0	0	0	0	0	0	0	0
12488	5399	2236	2213	1979	1708	1781	1695	2486	2433	2544	2509	2557	2804
94185	3626	3493	3487	6769	6316	3670	3294	7070	5842	1498	1277	851	741
545207	5078	3	4	2	4	0	1	8	6	1	3	1	1
77596	3504	9	12	35	29	18	11	29	37	123	118	337	309
224792	8535	1686	2660	1421	1734	1519	1783	379	551	104	116	72	55
17287	2923	0	0	1	1	0	2	0	0	0	0	0	0
100043332	1321	0	0	0	0	0	0	0	0	0	0	0	0
27226	1915	901	1256	1075	1279	1102	1091	15	15	5	8	1	4
73504	2504	0	0	2	7	12	6	0	0	0	0	0	0
210510	7062	2	7	10	5	2	5	0	0	0	0	1	0
74011	2687	76	141	72	64	73	97	128	156	68	74	18	20
56050	3053	165	250	101	152	136	164	503	501	192	259	141	106
53901	3710	102	172	33	46	18	22	6	9	6	1	0	2
83965	2541	214	274	343	257	169	144	1254	1202	923	988	865	804
224794	4558	373	343	320	221	151	203	1638	1421	1409	1188	1408	1198
224796	5870	84	103	36	43	65	65	40	40	6	2	4	6
12393	6928	785	733	326	337	355	480	306	208	17	31	3	3
109115	1483	282	332	385	382	222	211	316	327	133	122	79	72
75341	1182	1	0	0	0	0	0	0	0	0	0	0	0
71702	2994	1040	864	808	673	643	645	794	795	711	571	278	292
71020	1160	0	3	6	7	6	9	3	1	1	1	0	1
224805	3349	508	303	429	330	325	358	312	291	317	297	167	181
21645	3074	3	2	2	1	0	0	0	0	0	0	0	0
210573	4851	507	279	311	264	425	544	64	50	15	13	1	7
18037	2422	1326	766	957	591	448	519	2353	1686	946	716	126	104
73836	2138	1218	843	1101	856	867	903	1381	1412	1575	1440	1429	1507
15516	2507	77301	70424	66438	54534	42698	38904	70149	73682	51606	44490	14576	14443
63959	2473	4589	4075	4532	3090	2702	3112	3079	3461	2362	1704	3357	3933
653016	976	0	0	0	0	0	0	0	0	0	0	0	0
268958	2575	11	14	19	21	17	3	21	20	9	9	1	4
224807	3237	1860	1656	1938	1601	1620	1640	2568	2856	3169	3071	1422	1538
100038605	3055	8	7	9	10	4	4	45	34	54	27	22	5
68463	595	279	241	317	308	299	312	766	784	535	445	393	368
768271	641	0	0	7	7	1	0	0	1	0	1	0	0
72240	518	0	2	2	3	0	0	2	1	0	0	0	0
433111	2841	11	12	15	10	1	4	8	14	8	2	10	4
22339	4174	12380	14927	17336	16104	4752	3608	6271	7546	6225	6761	4456	4855
68565	864	322	241	285	239	236	206	677	566	643	603	393	415
75564	942	107	82	42	40	65	55	64	62	13	19	24	17
66591	1272	286	215	148	98	113	167	252	276	175	159	465	491
56055	2966	1010	956	966	905	1044	1192	1256	1452	1191	1342	946	872
80905	2580	190	199	375	265	165	174	162	162	136	105	108	76
72322	3709	986	861	1338	1084	885	741	1061	982	867	706	535	571
751553	89	0	0	0	0	0	0	0	0	0	0	0	0
20016	1305	1519	1255	986	779	506	544	1278	1216	851	815	244	277
28064	2035	1112	887	1108	986	946	1096	1098	1263	1299	1273	922	909
224813	1384	117	136	112	82	64	63	33	58	51	42	26	20
74094	2595	888	707	1196	965	1084	1092	928	1095	767	622	267	233
106565	1532	410	419	1435	1095	792	722	2	9	5	5	3	1
224814	5709	451	420	373	358	281	368	466	494	392	366	270	296
57908	8324	1045	949	875	735	856	914	752	766	587	513	276	288
114570	1014	5	5	3	3	7	2	3	6	2	1	0	4
108114	2007	0	0	0	0	0	0	0	0	0	0	0	0
328825	597	561	597	521	403	285	234	930	972	775	678	347	369
106763	6959	9	4	17	16	20	8	3	5	0	1	0	0
381101	1106	119	135	113	114	39	30	195	170	102	59	51	55
78309	7818	788	744	622	757	683	706	634	730	263	324	83	119
20807	4093	5078	4557	7226	6936	6601	6536	3606	4865	3075	2857	830	769
71461	4255	7904	6356	5487	4923	4823	4903	2475	2756	1392	1266	519	509
74764	2322	753	754	748	743	896	960	725	959	789	838	432	411
27398	1012	548	389	482	409	325	307	584	584	625	572	469	479
66515	5529	2240	2171	2297	1773	1622	1523	863	1184	488	519	265	212
224823	1211	265	210	195	157	190	189	378	395	217	254	122	156
71765	2126	1317	1112	1277	942	902	899	1176	1479	2309	2233	767	827
17256	840	594	452	571	555	434	449	652	756	744	628	312	355
21770	2926	1601	1203	1206	929	964	952	1284	1487	1115	918	540	559
224824	3200	1157	899	784	732	757	822	1122	1365	820	785	397	448
14711	1032	87	61	123	133	186	204	31	36	129	118	435	457
72029	1898	1150	747	799	693	616	642	769	778	1063	656	716	772
19208	1283	1	1	8	5	5	1	1	0	0	1	0	1
67101	773	156	111	130	132	96	103	213	238	303	238	120	129
66229	2606	1519	1502	1424	1248	977	901	1656	1739	1184	982	652	736
210982	6579	1188	1026	888	797	830	845	872	891	602	603	323	362
442840	1401	9	9	7	13	12	10	12	25	28	32	8	15
72726	1843	292	338	416	313	203	220	847	1033	1243	1258	238	201
19133	2632	0	3	1	0	2	1	0	0	0	0	0	0
224826	7748	2421	2200	1720	1762	1994	2218	2343	2495	1838	1824	1166	1180
240110	456	4	9	5	3	2	1	9	4	7	4	2	2
224829	4545	253	304	296	303	307	409	62	60	7	13	12	15
64657	1181	151	99	152	121	105	83	213	245	144	114	134	154
107477	1668	2	0	0	1	0	1	1	2	0	1	0	0
14913	873	15	19	16	14	13	12	75	69	49	33	64	63
75462	1801	1	0	1	0	1	1	0	2	4	5	5	5
224833	5032	501	336	406	258	205	185	1988	2756	3475	3221	1038	996
63856	2779	588	468	383	311	372	509	609	645	600	508	269	250
12445	2261	916	829	727	632	583	651	1012	1049	938	854	573	555
53414	3854	814	808	818	587	330	290	755	694	837	676	383	358
56771	2040	468	423	434	373	259	265	480	527	584	518	394	348
224836	5581	614	567	658	458	372	356	478	538	532	463	274	331
66119	1007	989	842	1042	844	648	566	905	895	911	913	944	924
100415787	2953	32	20	34	22	14	31	18	17	9	13	11	7
381104	721	2	2	1	2	2	1	2	3	0	2	1	1
107971	2135	47	29	31	33	21	57	40	38	14	11	7	13
100126242	980	1	1	4	0	2	2	1	3	1	0	1	1
109820	1384	0	0	0	0	0	0	0	0	0	0	0	0
21425	2827	373	320	447	355	341	305	240	345	341	349	182	191
17240	1721	1454	1856	1353	1355	1219	1003	1311	1607	1007	1090	234	230
74123	4025	3041	2630	3547	2782	2000	1925	3299	4016	2453	2506	681	687
76651	771	0	0	0	0	0	0	0	0	0	0	0	0
68224	794	0	0	0	0	0	0	0	0	0	0	0	0
328829	3730	0	2	0	0	0	0	1	1	0	0	0	0
328830	1900	0	0	0	0	0	0	0	0	0	0	0	0
58217	3006	0	2	2	1	0	0	1	3	0	0	0	0
58218	994	0	0	0	0	0	0	0	0	0	0	0	0
224840	1745	0	0	1	0	0	0	1	0	0	0	0	0
328833	4509	1	1	0	0	1	0	0	0	0	0	0	0
320148	3462	0	0	0	0	0	0	0	0	0	0	0	0
83433	1088	5	2	1	1	0	0	0	0	0	0	0	0
71326	1220	1	0	1	2	2	3	0	0	0	0	0	0
18044	3711	1487	1251	926	775	931	1019	1526	1514	908	871	455	486
106821	1135	305	264	353	386	405	434	393	341	257	190	256	260
11811	1218	4	2	4	4	7	3	7	12	1	0	0	0
70026	935	0	2	0	1	1	2	3	9	4	3	4	7
76589	2838	32	50	60	72	117	127	346	387	192	158	121	96
70530	3001	0	2	3	0	1	1	0	0	0	0	0	0
69311	947	0	0	0	0	0	0	0	0	0	0	0	0
100415784	1829	0	0	0	0	0	0	0	0	0	0	0	0
56738	2644	261	240	377	348	360	411	376	431	2088	2056	4063	4579
76441	6045	545	556	1037	1322	2795	2184	37	48	149	143	252	262
319991	3528	135	118	218	177	327	207	1	0	0	0	0	1
76438	2802	183	178	53	63	32	42	2307	1987	100	129	151	161
446210	2128	0	0	0	0	0	0	0	0	0	0	0	0
13164	2942	1	0	2	0	1	1	0	0	0	0	0	0
224860	4051	52	62	89	57	37	46	320	278	96	98	86	72
654432	1368	2709	2899	3213	2297	1596	1440	1850	1619	3406	3187	3295	3166
72238	5613	821	686	722	784	636	593	890	765	457	432	216	194
328837	2350	1	0	0	0	0	0	0	0	0	0	0	0
20230	6788	277	309	265	203	238	217	278	306	117	143	45	33
628919	2115	0	0	0	0	0	0	0	0	0	0	0	0
100504169	3293	0	0	0	0	0	0	0	0	0	0	0	0
100503190	586	0	0	1	0	0	0	0	0	0	0	0	0
328839	2586	0	0	0	0	0	0	0	0	0	0	0	0
211468	4072	3	9	3	0	0	0	38	26	1	5	2	0
211482	2661	84	91	35	61	42	54	52	100	5	7	1	2
271457	2364	2866	2651	2995	2360	2234	2143	2705	2883	2630	2260	1286	1159
110332	2476	5	1	3	1	3	1	1	1	2	0	0	0
18519	4708	834	749	537	738	1094	1046	907	864	615	832	672	717
72415	3609	38	38	47	35	15	7	56	49	36	25	80	56
211496	1983	0	0	1	0	0	0	0	0	0	0	0	0
637939	1434	0	0	0	0	0	0	0	0	0	0	0	0
69083	1465	0	0	0	0	0	0	0	0	0	0	0	0
224876	1218	0	0	0	0	0	0	0	0	0	0	0	0
20888	1513	0	0	0	0	0	0	0	0	0	0	0	0
63993	5180	0	2	2	0	1	1	0	0	0	0	0	0
69418	740	0	0	0	0	0	0	0	0	0	0	0	0
240119	2278	0	0	2	4	0	0	0	0	0	0	0	0
383258	2562	0	1	0	0	1	0	0	0	0	0	0	0
72836	3499	168	129	78	92	94	111	124	98	62	59	46	41
52614	3491	3	4	1	1	1	1	1	2	0	0	0	0
104349	1983	84	85	50	46	53	65	154	165	95	82	51	65
224893	2059	286	210	110	83	131	120	204	200	140	114	86	91
240120	1897	47	48	35	21	27	20	97	98	36	33	45	37
50498	1171	2	3	1	2	1	0	4	0	4	0	2	0
100504333	1960	4	4	2	2	0	0	5	6	1	1	0	1
72886	1313	119	75	106	89	85	80	166	208	170	126	100	86
20420	1537	37	55	63	37	22	48	8	8	27	12	3	2
240121	1748	48	29	55	39	24	27	9	7	9	10	12	12
106766	1493	983	759	464	351	420	422	3007	2993	2896	2710	1274	1468
68047	1701	959	826	893	781	700	761	1165	1248	1028	839	741	748
20405	2075	1666	1503	1448	1203	1044	1082	1371	1496	1177	1057	624	601
27221	3308	492	410	307	190	98	91	663	614	685	273	536	411
66530	1702	954	895	1180	1102	1144	1192	1055	1067	1059	1193	557	556
15193	2251	1932	1399	1938	1413	1395	1513	1229	1373	1009	823	462	452
57435	5755	156	333	3689	3927	3526	3082	37	90	30	39	21	23
66968	2039	7	7	10	7	2	7	37	31	26	38	8	5
76905	1353	454	620	133	159	47	63	2031	2928	557	1122	2332	2986
20359	3977	248	325	156	130	111	124	68	152	46	46	52	74
66443	2365	83	116	43	41	15	21	94	147	243	243	95	47
28106	913	992	894	1025	851	645	587	1330	1482	2004	1614	2081	2127
224897	3509	877	699	797	606	661	706	869	988	812	650	410	448
320593	749	0	0	0	0	0	0	0	0	0	0	0	0
723883	111	0	0	0	0	0	0	0	0	0	0	0	0
14154	6816	556	600	776	640	449	523	601	694	698	603	365	413
106759	2830	159	157	210	209	272	233	280	381	415	341	241	230
66905	2159	687	545	834	828	1024	1041	743	903	1030	1206	668	546
76920	1056	0	0	0	0	0	0	0	0	0	0	2	6
18140	3651	883	840	549	284	100	116	1106	1117	1077	440	937	915
193796	4610	915	883	845	607	697	749	854	1043	889	766	438	491
19280	6977	12953	9970	8872	8097	9515	11145	1631	1792	803	1037	280	312
668592	923	0	1	0	0	1	1	0	0	0	1	1	0
20834	1236	0	0	0	0	0	0	0	0	0	2	0	0
100504425	1266	218	207	121	125	76	90	354	444	198	317	73	70
224902	3272	2332	2121	2244	1801	1253	1228	2671	2860	2723	2387	1184	1241
224903	3183	3557	3016	3206	2495	1991	2192	3037	3413	3034	2612	1147	1164
224904	755	607	625	665	658	381	362	1080	1229	940	920	557	556
54217	407	1500	1652	1474	1448	799	740	2216	2290	1595	1367	574	558
74142	2967	2632	2224	2202	1758	1528	1489	2288	2343	2420	1922	1538	1555
106757	2565	6	29	5	10	6	12	20	27	13	23	4	1
71810	2822	1535	1395	1386	1199	992	1043	1534	1934	1294	1167	732	785
106639	2276	326	334	501	524	509	574	389	399	681	615	258	254
69875	2661	1277	894	1957	1803	1325	1188	835	873	1148	1085	910	814
14346	2495	8	3	14	15	5	8	0	0	0	0	0	0
18188	1023	547	439	749	597	439	500	261	322	334	278	111	105
224907	2304	1186	926	909	710	623	686	1037	1081	996	798	413	426
100504446	1350	7	5	13	8	7	11	12	22	23	8	10	5
19725	3353	581	417	265	294	376	538	463	504	111	136	44	42
328845	2608	0	0	1	1	0	1	0	2	1	0	2	0
78625	2455	46	41	36	30	25	22	28	44	48	28	33	16
64144	3609	1264	1154	1596	1244	910	953	1342	1528	1904	1411	642	645
171168	2429	1	0	0	0	0	0	0	0	0	0	0	0
53895	1207	465	367	416	352	255	291	545	565	542	438	352	394
66400	939	96	73	98	63	65	77	108	94	126	71	87	75
19197	474	5	5	4	3	6	3	5	2	6	2	6	4
98053	1720	4800	3581	2978	2223	2124	2091	1985	2209	1818	1696	722	706
16549	3999	2350	1955	1884	1468	1094	1167	2108	2329	1798	1547	789	794
103775	1226	0	1	1	0	1	0	4	5	3	3	1	0
66972	3362	473	533	418	385	344	411	1411	1687	873	857	515	570
224912	1160	199	137	101	54	35	38	1050	1345	1421	1380	526	417
70785	2521	23	24	7	15	7	2	150	174	95	99	51	31
22153	2228	107	122	72	50	37	22	143	277	113	40	27	26
100169874	1026	27	41	17	11	4	11	29	26	4	2	2	4
21950	1230	1126	828	327	301	276	339	351	294	17	31	44	58
21948	842	47	46	37	23	2	7	1	0	0	0	0	0
50930	1859	1	5	4	1	0	0	0	0	1	0	0	0
12266	5133	8475	4444	14325	8858	677	524	23295	17694	56403	46800	5442	2744
78308	2095	1068	889	1111	1035	959	1025	1367	1495	1734	1694	1431	1562
106628	2458	2167	1934	2067	1900	1763	1750	1763	2010	2833	3289	599	546
22324	4168	0	5	9	6	0	0	22	38	1	3	3	1
13733	3245	1	5	7	8	1	0	2	1	3	2	1	0
224916	2571	0	0	0	0	0	0	0	0	0	0	0	0
620292	3918	0	0	0	0	0	0	1	0	0	0	0	0
69239	4174	1	0	0	0	0	0	0	0	0	0	0	0
75039	1554	0	0	0	0	0	0	0	0	0	0	0	0
67993	2280	59	87	52	95	115	115	95	83	87	103	148	123
13640	5259	987	1154	733	837	657	704	725	653	204	392	35	39
50758	16991	1320	1160	1277	1279	1125	1219	1151	1085	903	859	569	557
414079	954	0	0	2	4	5	4	0	0	1	2	3	2
320004	478	1	3	1	1	2	0	1	1	1	1	1	1
14158	3475	663	514	800	700	848	666	364	409	343	276	249	248
224938	4706	1834	1652	2367	2594	3428	3217	1118	1218	1023	974	759	760
100043582	906	0	0	0	0	0	0	0	0	0	0	0	0
17158	6078	1877	1894	1709	1551	1819	1605	780	754	865	698	588	548
78057	624	0	0	0	0	0	0	0	0	0	0	0	0
100043871	810	0	0	1	0	0	0	0	0	0	0	0	0
381107	2588	0	0	1	0	0	1	0	0	0	2	0	0
100861810	330	0	0	0	0	0	0	0	0	0	0	0	0
30960	1643	2584	2700	3271	2751	2194	1717	2444	2606	2459	2346	1126	1085
213272	1955	3	1	2	1	8	0	0	0	0	0	0	0
106572	3476	793	734	778	762	756	760	489	449	290	290	57	51
70351	3850	2595	3076	3462	3049	2364	1837	1873	2319	2025	1940	767	806
19765	4353	5023	3961	2359	1572	2321	2628	3766	4015	4020	3477	2037	2010
100861815	1071	0	0	0	0	0	0	0	0	0	0	0	0
65960	4047	6737	6127	7042	6425	5839	5103	3040	3047	1840	1490	1169	1114
106585	8991	828	809	1047	809	1116	930	466	580	328	372	215	221
72900	1472	997	749	1261	1144	926	821	1479	1442	1519	1349	1194	1213
68767	2986	518	447	573	475	569	569	433	546	796	655	329	369
320209	4150	363	338	337	255	152	132	495	597	343	241	232	219
433134	3452	3	4	1	0	0	0	0	0	0	2	0	0
100504611	228	49	35	36	33	28	34	52	62	71	84	79	73
68617	7278	993	1143	1215	1049	1576	1552	355	291	44	40	31	43
100043876	354	1609	2021	1457	1507	1082	961	2399	2267	1577	1530	721	669
19328	2010	1705	1472	2125	1981	2375	2348	911	858	220	260	146	130
74556	1798	1	0	8	4	6	9	2	2	19	33	3	5
19274	5569	1388	1665	1348	1315	1415	1543	86	104	29	44	16	21
791265	3116	0	0	0	0	0	0	0	0	0	0	0	0
240131	1759	0	0	0	0	0	0	0	0	0	0	0	0
16772	9518	9468	10436	23936	22913	23384	21945	330	401	999	1200	1056	1158
268970	5317	547	508	363	287	388	464	886	842	1644	1628	544	489
320858	4570	0	0	2	1	1	5	0	0	0	1	0	0
622645	3213	37	16	13	30	12	16	0	1	0	0	0	0
13823	4047	483	516	507	334	418	361	242	299	26	74	96	78
69750	762	0	0	1	0	0	0	0	1	0	0	0	0
22666	3565	71	63	65	47	55	72	189	167	93	71	86	75
100861864	782	0	0	0	0	0	0	0	0	0	0	0	0
77533	2747	31	25	37	26	13	23	30	36	37	18	14	20
320722	2296	0	0	0	0	0	0	0	0	0	0	0	0
224997	7986	33	20	68	86	15	9	12	29	7	3	0	0
21815	2674	5333	5148	5852	6051	3164	2204	7345	7858	7018	7921	1678	1211
668724	718	72	153	86	69	25	20	610	583	488	438	199	188
100316676	123	0	0	0	0	0	0	0	0	0	0	0	0
546695	489	0	0	0	0	0	1	8	2	2	0	3	2
240156	822	0	0	0	0	0	1	1	2	0	0	0	1
67938	939	2141	2074	2067	2072	2006	1695	3575	3627	1689	1770	656	608
67268	1779	2798	2912	3037	2840	2605	2161	2782	2893	1806	1958	501	464
100861887	682	6	6	8	21	3	4	19	20	15	15	3	3
17929	5613	197	208	101	109	89	85	94	72	24	35	5	11
64898	5868	1475	1102	1070	880	706	776	1765	1528	436	383	215	237
246707	3910	90	141	65	60	33	27	31	47	19	6	2	12
75022	511	0	0	0	0	0	0	0	0	0	0	0	0
100043644	532	1	0	0	0	1	0	0	1	1	0	0	0
74355	7052	2131	2037	1994	1667	1379	1345	2144	2130	1320	1029	628	632
67052	2201	162	148	121	108	26	24	144	195	182	88	176	99
70891	2198	27	31	32	37	27	19	26	14	16	17	12	7
68789	2945	161	188	256	203	173	160	175	170	134	141	79	87
72515	3450	2830	3214	4353	3338	1015	720	3130	2879	2622	2391	673	854
100217462	83	0	0	3	0	0	0	0	0	0	0	0	0
100217456	68	44	54	81	69	11	10	38	33	37	40	5	4
320159	3503	248	200	73	71	29	26	72	159	12	17	6	15
225004	5006	0	2	2	1	1	0	0	6	0	0	0	0
78785	4475	614	282	60	73	28	37	1256	1603	28	52	50	45
11682	5918	2	0	0	0	2	0	83	156	2	1	9	11
383295	2869	1126	1367	2453	2077	2007	1625	957	1178	2149	2283	1250	1324
77889	3068	3833	2986	5332	3593	2869	2394	662	798	723	437	31	44
225010	4476	842	776	904	710	730	618	520	456	389	343	235	228
381122	2614	1	0	1	4	2	0	0	0	0	0	0	2
71685	2467	75	32	418	263	258	201	0	0	2	1	0	0
57440	3658	285	328	345	376	349	329	381	333	163	132	91	104
22436	4587	747	1068	2683	3016	2154	1787	4083	5711	18087	26645	40925	50266
94224	854	0	3	6	5	2	2	0	0	0	1	0	1
76890	1499	801	858	1171	886	654	594	1086	1539	1148	1082	634	657
66310	1108	448	341	418	419	308	338	590	591	528	415	302	310
668773	624	159	132	174	172	174	135	264	271	210	237	119	116
50850	4696	942	788	698	510	476	515	871	959	1241	1202	574	576
210148	2171	256	205	158	176	219	204	256	259	156	190	172	165
268973	3838	0	0	1	0	0	2	0	3	13	12	1	1
67864	2133	1295	1193	1404	1335	1549	1550	1352	1388	1372	1268	922	906
12211	16212	5053	4482	3596	3526	4303	3655	4050	3710	2952	2775	2363	2390
74196	2820	816	604	622	473	383	346	682	612	559	395	233	252
268977	8137	484	734	624	674	1351	1257	2879	2426	1083	1567	102	84
240168	4932	71	95	61	56	46	81	27	30	7	14	21	31
72722	2817	645	601	916	785	717	679	539	693	943	844	702	734
